,Unnamed: 0,ID,flow_id,time,bytes,bytes_sum,dir,iat
8837,8837,2023-11-12 03:34:52USAS2682715.199178076,2023-11-12 03:34:52USAS26827,15.199178076,283,283,True,15.199178076
8838,8838,2023-11-12 03:34:52USAS2682715.208082973,2023-11-12 03:34:52USAS26827,15.208082973,576,859,False,15.208082973
8839,8839,2023-11-12 03:34:52USAS2682715.209107036,2023-11-12 03:34:52USAS26827,15.209107036,4968,5827,False,0.0010240630000009
8840,8840,2023-11-12 03:34:52USAS2682715.215762401,2023-11-12 03:34:52USAS26827,15.215762401,567,6394,False,0.0066553649999985
8841,8841,2023-11-12 03:34:52USAS2682715.22957584,2023-11-12 03:34:52USAS26827,15.22957584,80,6474,True,0.0303977639999999
8842,8842,2023-11-12 03:34:52USAS2682715.229978965,2023-11-12 03:34:52USAS26827,15.229978965,24,6498,True,0.000403125
26160,26160,2023-11-12 13:37:55USAS268270.496553695,2023-11-12 13:37:55USAS26827,0.496553695,283,283,True,0.496553695
26161,26161,2023-11-12 13:37:55USAS268270.504902081,2023-11-12 13:37:55USAS26827,0.504902081,576,859,False,0.504902081
26162,26162,2023-11-12 13:37:55USAS268270.506027863,2023-11-12 13:37:55USAS26827,0.506027863,4968,5827,False,0.001125782
26163,26163,2023-11-12 13:37:55USAS268270.512268488,2023-11-12 13:37:55USAS26827,0.512268488,567,6394,False,0.006240625
26164,26164,2023-11-12 13:37:55USAS268270.531367396,2023-11-12 13:37:55USAS26827,0.531367396,80,6474,True,0.034813701
26165,26165,2023-11-12 13:37:55USAS268270.531602292,2023-11-12 13:37:55USAS26827,0.531602292,24,6498,True,0.0002348959999999
26166,26166,2023-11-12 13:39:19USAS1079615.227821155,2023-11-12 13:39:19USAS10796,15.227821155,287,287,True,15.227821155
26167,26167,2023-11-12 13:39:19USAS1079615.253381736,2023-11-12 13:39:19USAS10796,15.253381736,517,804,False,15.253381736
26168,26168,2023-11-12 13:39:19USAS1079615.25389775,2023-11-12 13:39:19USAS10796,15.25389775,5011,5815,False,0.0005160140000004
26169,26169,2023-11-12 13:39:19USAS1079615.270140829,2023-11-12 13:39:19USAS10796,15.270140829,583,6398,False,0.0162430790000005
26170,26170,2023-11-12 13:39:19USAS1079615.27207299,2023-11-12 13:39:19USAS10796,15.27207299,80,6478,True,0.0442518349999989
26171,26171,2023-11-12 13:39:19USAS1079615.272261665,2023-11-12 13:39:19USAS10796,15.272261665,24,6502,True,0.0001886750000004
26172,26172,2023-11-12 13:39:19USAS1079615.236410178,2023-11-12 13:39:19USAS10796,15.236410178,287,6789,True,-0.0358514870000004
26173,26173,2023-11-12 13:39:19USAS1079615.283334619,2023-11-12 13:39:19USAS10796,15.283334619,517,7306,False,0.0131937899999989
